公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,公司網站內公司治理資訊專區網址,股本(億元)
4927,泰鼎國際股份有限公司,泰鼎-KY,電子零組件業,KY,台北市松山區敦化北路205號5樓503室,54384828,王樹木,王樹木,吳森田,副總經理,楊欣望、劉映辰,(02)27170032,2009/10/28,2015/09/08,新台幣                 10.0000元,2199379880,219937988,0,0,合併,每年,董事會,中國信託商業銀行股份有限公司,02-6636-5566,台北市重慶南路一段八十三號五樓,安侯建業聯合會計師事務所,趙敏如,張純怡,Apex,"Rm. 503, 5F., No. 205, Dunhua N. Rd., Songshan Dist.,Taipei City 105406, Taiwan, R.O.C.",(02)27170703,SERVICE@apex-intl.com.tw,http://www.apex-intl.com.tw,吳森田,副總經理,02-27170032,samwu@apex-intl.com.tw,https://www.apex-intl.com.tw/esg/stakeholder-engagement,https://www.apex-intl.com.tw/esg/sustainable-focuses/corporate-governance,21.9937988
4930,燦星網通股份有限公司,燦星網,電器電纜,－,台北市內湖區堤頂大道一段333號6樓,28986660,林技典,,暫缺,暫缺,黃業勝,(02)27956898,2009/11/11,2010/06/21,新台幣                 10.0000元,800000000,80000000,0,0,合併,每年,董事會,元大證券股份有限公司,(02)25865859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,王菘澤,林一帆,Star  Comgistic,"6F., No.333, Sec. 1, Tiding Blvd., Neihu Dist.,Taipei City 114, Taiwan (R.O.C.)",(02)27956656,-,http://www.starcomgistic.com,缺,缺,(02)27956898,investor@starcomgistic.com,https://www.starcomgistic.com/Web/CR/Stakeholder.aspx,https://www.starcomgistic.com/Web/CG/Introduction.aspx,8.0
4934,太極能源科技股份有限公司,太極,光電業,－,桃園市中壢區自強一路5號,28675574,謝明凱,陳怡光,陳怡光,總經理,余秀珍,03-455-5807,2007/05/14,2011/08/16,新台幣                 10.0000元,2250000000,225000000,14023475,0,合併,每年,董事會,元大證券股份有限公司股務代理部,(02)2586-5859,台北市大安區敦化南路二段67號地下一樓,勤業眾信聯合會計師事務所,李麗凰,蔡宗遠,Tainergy,"NO.5, TZU-CHIANG 1ST RD., ZHONGLI DIST.,TAOYUAN CITY 320, TAIWAN (R.O.C.)",03-455-5383,tainergy@tainergy.com,http//www.tainergy.com,余秀珍,經理,02-27883798,tainergy@tainergy.com,http//www.tainergy.com,http//www.tainergy.com,22.5
4935,茂林光電科技(開曼)股份有限公司,茂林-KY,光電業,KY,桃園市中壢區民權路三段1149號,26797925,李滿祥,蔡宗霖,蔡宗霖,總經理,莊美真,03-4262828,2000/07/28,2011/07/28,新台幣                 10.0000元,1288640910,128864091,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,陳招美,陳薔旬,GLT,"1149,Sec.3,Min-Chuan Rd,Chung-Li,Taiwan1149,Sec.3,Min-Chuan Rd,Chung-Li,Taiwan",03-4251919,IR@glthome.com.tw,http://www.glthome.com.tw/,莊美真,協理,03-4262828,ir@glthome.com.tw,https://www.glthome.com.tw/responsibility-59,https://www.glthome.com.tw/responsibility-54-71,12.8864091
4942,嘉彰股份有限公司,嘉彰,光電業,－,桃園市蘆竹區南山路二段205巷45號,22164527,宋貴修,陳之軒,鄭力銓,財務長,宋永明,03-3228175,1985/09/09,2011/06/27,新台幣                 10.0000元,1423676130,142367613,0,0,合併,每年,董事會,兆豐證券股份有限公司,02-3393-0898,台北市忠孝東路2段95號1樓,勤業眾信聯合會計師事務所,陳致源,周仕杰,Chia Chang,"No. 45, Lane 205, Nanshan Road Section 2Luchu Dist, Taoyuan City, Taiwan, R.O.C",03-3111652,ir@chiachang.com,http://www.chiachang.com,陳雅琳 & 秦宜嫚,經理 & 專員,03-3226968,ir@chiachang.com,http://www.chiachang.com/ChiaGroup/profile_5d.aspx,https://www.chiachang.com/cn/investment/Corporate-Governance.html,14.2367613
4943,開曼康而富控股股份有限公司,康控-KY,電子零組件業,KY,23674新北市土城區承天路35號2樓,26320984,呂朝勝,李國基,戴暐倫,經理,蔡筱萱,(02)22689558,2009/09/01,2016/11/11,新台幣                 10.0000元,1261943530,126194353,47155676,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,信永中和聯合會計師事務所,陳光慧,郭鎮宇,CONCRAFT,"2F., No.35, Chengtian Rd., Tucheng Dist.,New Taipei City 236, Taiwan(R.O.C.)",(02)22689818,invest@concraft.com.tw,www.concraft.com.tw,戴暐倫,經理,(02)22689558,invest@concraft.com.tw,http://www.concraft.com.tw/traditional_chinese/about_us_stakeholder_engagement.html,www.concraft.com.tw,12.6194353
4949,有成精密股份有限公司,有成精密,光電業,－,新竹市公道五路二段180 號4樓,80581850,陳思銘,陳思銘,徐龍耀,副總經理,黃錦堂,03-5688699,2003/11/05,2024/05/09,新台幣                 10.0000元,670505430,67050543,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,100台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,林瑟凱,文雅芳,WIN WIN,"4F., No.180, Sec. 2,Gongdao 5th Rd.,Hsinchu City 300, Taiwan R.O.C.",03-5718000,IR@w-win.com.tw,http://www.wwpt.com.tw/,徐龍耀,副總經理,03-5688699,IR@w-win.com.tw,http://www.wwpt.com.tw/,http://www.wwpt.com.tw/,6.7050543
4952,凌通科技股份有限公司,凌通,半導體業,－,新竹市科學園區工業東四路19號,80741441,黃洲杰,賈懿行,劉淑勤,行政管理中心資深處長,黃永隆,03-6662118,2004/03/30,2011/11/01,新台幣                 10.0000元,1088158160,108815816,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-66365566,台北巿重慶南路一段83號5樓,勤業眾信聯合會計師事務所,葉東煇,張雅芸,Generalplus,"No. 19, Industry E. Rd. IV, Hsinchu Science ParkHsinchu City 30077, Taiwan, R.O.C.",03-6662117,ir@generalplus.com,http://www.generalplus.com,謝佳樺,投資人關係專員,03-6662118 ext. 1201,yosicahsieh@generalplus.com,http://www.generalplus.com/stakeholder_appl.php,https://www.generalplus.com/2LVlangLNz4SVb4SNinvest_g,10.8815816
4956,光鋐科技股份有限公司,光鋐,光電業,－,台南市新市區看西路7號,28334226,許明森,許明森,許明森,董事長,鄧美珍,06-5050101,2006/06/12,2011/10/24,新台幣                 10.0000元,1004082360,100408236,0,0,合併,每年,股東會,富邦綜合證券(股)公司股務代理部,02-23611300,台北市許昌街17號11樓,勤業眾信聯合會計師事務所,王騰葦,廖鴻儒,Epileds,"No.7, Kanxi Rd., Xinshi Dist,Tainan City ,Taiwan(R.O.C.)",06-5056533,sandyteng@epileds.com.tw,www.epileds.com.tw,鄧美珍,財務部經理,06-5050101,ir@epileds.com.tw,https://www.epileds.com.tw/stakeholder_contact.aspx,https://www.epileds.com.tw/investor_bd.aspx,10.0408236
4961,天鈺科技股份有限公司,天鈺,半導體業,－,(30078)新竹科學園區新竹市篤行路6-8號3樓,84149499,林永杰,邱淑慧,陳志豪,處長,湯皓雲,03-5788618,1995/07/04,2018/10/17,新台幣                 10.0000元,1212536030,121253603,0,0,合併,每年,董事會,元大證券(股)公司股務代理部,02-25865859,106臺北市大安區敦化南路2段67號地下一樓,安侯建業聯合會計師事務所,蕭佩如,李&#16689;儀,FITIPOWER,"3F, No.6-8, Duxing Rd., Hsinchu Science ParkHsinchu City, Taiwan, R.O.C.",03-5788836,ir@fitipower.com,https://www.fitipower.com,陳志豪,處長,035788618,ir@fitipower.com,https://www.fitipower.com/stakeholder/communication,https://www.fitipower.com/investor/company/intro,12.1253603
4967,十銓科技股份有限公司,十銓,半導體業,－,(235)新北巿中和區建一路166號3樓,97418375,夏澹寧,陳慶文,夏紹安,副總經理,秦涵然,(02)82265000,1997/04/09,2019/01/14,新台幣                 10.0000元,849632880,84963288,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,(02)2702-3999,(106)台北市大安區敦化南路二段97號地下二樓,資誠聯合會計師事務所,葉翠苗,于智帆,TEAM,"3F, NO.166, JIAN YI RD.,CHUNG HO CITY, TAIPEI, TAIWAN, R.O.C.",(02)82265808,IR@teamgroup.com.tw,WWW.TEAMGROUPINC.COM,林佩蓉,全球媒體部經理,(02)82265000#599,IR@teamgroup.com.tw,www.teamgroupinc.com/tw/investors/csr/stakeholder/,https://www.teamgroupinc.com/tw/investors/corporate/basic-information/,8.4963288
4968,立積電子股份有限公司,立積,半導體業,－,台北市114內湖區堤頂大道二段407巷20弄1號3樓,80661880,馬代駿,王是琦,鄧維康,資深副總,彭英展,(02)8751-1358,2004/01/07,2015/11/13,新台幣                 10.0000元,918970910,91897091,0,0,合併,每年,股東會,台新證券股務代理部,(02)2504-8125,台北市建國北路一段96號地下一樓,勤業眾信聯合會計師事務所,方蘇立,&#28201;智源,Richwave,"3F.No.1, Alley 20. Lane 407. Sec 2, Tiding Blvd,Taipei 114,Taiwan. R. O. C.",(02)6600-6887,ir@richwave.com.tw,https://www.richwave.com.tw,鄧維康,資深副總,(02)8751-1358,ir@richwave.com.tw,https://www.richwave.com.tw/zh/page.aspx?Id=21,https://www.richwave.com.tw/zh/page.aspx?Id=29,9.1897091
4976,佳凌科技股份有限公司,佳凌,光電業,－,台中市潭子區建國路24號,70848492,劉嘉彬,江昭德,柯卉蓁,副總經理,林志忠,04-25353658,2002/12/26,2012/11/20,新台幣                 10.0000元,1414080000,141408000,0,0,個別,每年,董事會,福邦證券(股)股務代理部,(02)2371-1658,10041  台北市中正區忠孝西路一段6號6樓,國富浩華聯合會計師事務所,楊貞瑜,邵朝彬,Calin,"24, Chien Kuo Rd., Tan Tzu DistTaichung County 42760, Taiwan, R.O.C",04-25352916,calin.2100@calin.com.tw,http://www.calin.com.tw,柯卉蓁,副總經理,04-25353658,calin.2100@calin.com.tw,https://www.calin.com.tw/tw/stakeholder,https://www.calin.com.tw/tw/investors/govern/5,14.1408
4977,眾達科技股份有限公司,眾達-KY,通信網路業,KY,"4F.,Harbour Place,103 S Church St.,PO Box 10240,Grand Cayman",31922986,陳靖仁,莊敏男,莊敏男,總經理,趙偉州,(02)27006650,2007/10/16,2013/11/20,新台幣                 10.0000元,801898410,80189841,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,台北市中正區重慶南路一段83號5樓,安永聯合會計師事務所,許新民,余倩如,PCL,"9F.-3, No. 97, Sec. 2, Dunhua S. Rd., Da’an Dist.Taipei City 106, Taiwan (R.O.C.)",(02)27006530,Spokesman@pcltech.com,www.pcltech.com,趙偉州,副總經理,(02)27006650,Spokesman@pcltech.com,www.pcltech.com/cht/01-5.htm,http://www.pcltech.com/cht/01-23.htm,8.0189841
4989,李長榮科技股份有限公司,榮科,電子零組件業,－,台北市松山區八德路四段83號5樓,97173920,陳銘樹,劉家和,劉家和,總經理,蔡孟修,2763-1611,1997/01/16,2018/06/28,新台幣                 10.0000元,1377765000,137776500,0,0,合併,每季,股東會,中國信託商業銀行代理部,6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,郭文吉,劉建良,LCYT,"5F, No 83, Sec.4, Bade RoadTaipei, Taiwan",2748-6937,lcyt@lcygroup.com,https://lcyt.lcycic.com/,劉家和,總經理,02-27631611,lcyt@lcygroup.com,https://lcyt.lcycic.com/zh/investors,https://lcyt.lcycic.com/zh/investors/corporate-governance/corporate-governance,13.77765
4994,傳奇網路遊戲股份有限公司,傳奇,資訊服務業,－,台北市信義區市民大道六段288號7樓,12975809,張峰旗,張峰旗,周秋美,營運副總,林家安,02-77186620,2002/01/09,2013/12/25,新台幣                 10.0000元,663834000,66383400,0,0,合併,每年,股東會,台新綜合證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓,資誠聯合會計師事務所,李秀玲,黃金連,X-LEGEND,"7F., No.288, Sec. 6, Civic Blvd., Xinyi Dist.,Taipei city, Taiwan (R. O. C.)",02-77186880,spokesman@x-legend.com.tw,www.x-legend.tw,林家安,財務長,02-77186620,4994@x-legend.com.tw,http://www.x-legend.tw/03financials/financials_18.php,https://www.x-legend.tw/03financials/financials_20.php,6.63834
4999,鑫禾科技股份有限公司,鑫禾,電子零組件業,－,(221)新北市汐止區康寧街169巷27-1號,13012009,蘇丁鴻,蘇丁鴻,黃銘鋒,內部稽核主管,陳貞蓉,(02)2692-6960,2002/01/18,2013/06/03,新台幣                 10.0000元,744172000,74417200,0,0,合併,每年,董事會,兆豐證券股份有限公司股務代理部,(02)3393-0898,100台北市忠孝東路二段95號8樓,安侯建業聯合會計師事務所,簡思娟,區耀軍,Sinher,"No.27-1, Ln. 169, Kangning St., Xizhi Dist.New Taipei City, Taiwan (R.O.C.)",(02)2692-5399,sinher@sinher.com.tw,www.sinher.com.tw,黃銘鋒,內部稽核主管,(02)2692-6960,jonah.huang@sinher.com.tw,http://www.sinher.com.tw/tw/7?action=info,https://www.sinher.com.tw/tw/9?nid=15,7.44172
5203,訊連科技股份有限公司,訊連,資訊服務業,－,新北市新店區民權路100號15樓,23829868,黃肇雄,古媄君;林昭宏,蔡明鋒,特別助理,古媄君,86671298,1990/08/08,2004/09/27,新台幣                 10.0000元,790988000,79098800,0,0,合併,每年,股東會,元大證券(股)公司股務代理部,02-2586-5859,台北市大安區敦化南路二段67號B1,資誠聯合會計師事務所,黃金連,賴宗羲,CyberLink,"15Fl.,No.100,Minchiuan RD., Xindian District,New Taipei City,Taiwan ROC",86671300,investor@cyberlink.com,www.cyberlink.com,林育暉,專案經理,86671298,investor@cyberlink.com,www.cyberlink.com,https://tw.cyberlink.com/stat/company/cht/ir-principles.jsp,7.90988
5215,科嘉(開曼)股份有限公司,科嘉-KY,電腦及週邊設備業,KY,新北市中和區連城路168號8樓,31618486,林志峰,何和和,林志峰,董事長,何和和,(02)2243-6177,2009/08/17,2011/12/26,新台幣                 10.0000元,643375000,64337500,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2383-6888,台北市中正區忠孝西路一段六號六樓,勤業眾信聯合會計師事務所,廖婉怡,張耿禧,KO JA,"8F., No.168, Liancheng Rd., Zhonghe Dist.23553New Taipei City 235, Taiwan(R.O.C.)",(02)2243-6181,koja.tw@koja.com.tw,http://www.koja.com.tw,葉帛鑫,稽核經理,(02)2243-6177,koja.tw@koja.com.tw,http://www.koja.com.tw,http://www.koja.com.tw/investor?m1=0&m2=13,6.43375
5222,全訊科技股份有限公司,全訊,半導體業,－,74145南部科學園區台南市新市區大順七路90號,16130296,張全生,張全生、吳昌崙、張景學,盧豐智,副總經理,郭嘉哲,06-5051601,1998/06/17,2021/10/25,新台幣                 10.0000元,815154260,81515426,0,0,個別,每年,董事會,元富證券股份有限公司,02-27686668,台北市松山區光復北路11巷35號地下一樓,資誠聯合會計師事務所,葉芳婷,徐惠榆,TRANSCOM,"NO. 90, DASHUN 7th RD., XINSHI Dist., TAINAN SCIENCE PARK,TAINAN City, TAIWAN, R.O.C.",06-5051602,sales@transcominc.com.tw,http://www.transcominc.com.tw/Chinese/index.php,郭嘉哲,財務會計協理,06-5051601,charles.kuo@transcominc.com.tw,http://www.transcominc.com.tw/Chinese/investorRelations.php,http://www.transcominc.com.tw/Chinese/investorRelations.php,8.1515426
5225,東科控股股份有限公司,東科-KY,其他電子業,KY,"P.O.Box 32052, Grand  Cayman KY1-1208, Cayman Islands",37750975,東科聲學股份有限公司,陳海龍,張柏照,副總經理,張東益,(02)8911-3535,2011/02/01,2012/11/05,新台幣                 10.0000元,785466770,78546677,0,0,合併,每年,董事會,永豐金證券股份有限公司,(02)2381-6288,台北市中正區博愛路１７號３樓,安永聯合會計師事務所,劉榮進,黃子評,EASTECH,"8F-1, No.188, Baoqiao Rd., Xindian Dist.,New Taipei City 23145, Taiwan R.O.C.",(02)2914-7070,ir@eastech.com,https://eastech.com,張柏照,副總經理,(02)8911-3535,Jeno.chang@eastech.com,https://eastech.com,https://eastech.com/zh-hant/investor-relations,7.8546677
5234,達興材料股份有限公司,達興材料,光電業,－,臺中市西屯區科園一路15號,28357108,林正一,郭宗鑫,郭宗鑫,總經理,劉燕珍,04-24608889,2006/07/12,2012/07/16,新台幣                 10.0000元,1027159110,102715911,0,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,安侯建業聯合會計師事務所,吳俊源,呂倩慧,DAXIN,"No. 15, Keyuan 1st Rd. Central Taiwan Science ParkTaichung City, Taiwan, R.O.C.",04-24608897,ir@daxinmat.com,http://www.daxinmat.com,洪寶惠,資深經理,04-24608889,ir@daxinmat.com,https://www.daxinmat.com/?sn=1028&lang=zh-TW,https://www.daxinmat.com/?sn=787&lang=zh-TW,10.2715911
5243,乙盛精密工業股份有限公司,乙盛-KY,光電業,KY,新北市土城區中央路四段2號12樓之3,1895435,蔡嘉祥,黃薰鋒,林猷清,財務長,劉俐伶,02-2267-3272,2008/06/17,2013/11/25,新台幣                 10.0000元,1685289150,168528915,0,0,合併,每年,股東會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段6號6樓,勤業眾信聯合會計師事務所,彭詩玄,吳恪昌,ESON,"12F.-3, No.2, Sec. 4, Zhongyang Rd., Tucheng Dist.,New Taipei City 236, Taiwan (R.O.C.)",02-2267-3292,eson-ir@eson.tw,www.eson.tw,劉俐伶,代理發言人,02-2267-3272,eson-ir@eson.tw,https://www.eson.tw/index.php?c=category&id=84,https://www.eson.tw/index.php?c=category&id=22,16.8528915
5244,弘凱光電股份有限公司,弘凱,光電業,－,桃園市桃園區汴洲里春日路1492之1號7樓,27877550,黃建中,曾智宏,曾智宏,總經理,邱炎璋,(03)357-9118,2005/08/24,2022/01/19,新台幣                 10.0000元,682418990,68241899,0,0,合併,每年,股東會,宏遠證券股份有限公司,(02)2326-8818,台北市大安區信義路四段236號3樓,安永聯合會計師事務所,林孟賢,謝勝安,BRIGHTEK,"7F., NO.1492, Chunri Rd., Taoyuan City,Taoyuan County 33051 , Taiwan  R.O.C.",(03)357-9116,IR@brightek.com,www.brightek.com,曾智宏,總經理,(03)357-9118,IR@brightek.com,www.brightek.com,https://www.brightek.com/TW/investor/team/directorate.html,6.8241899
5258,虹堡科技股份有限公司,虹堡,電腦及週邊設備業,－,(23143)新北市新店區北新路3段207-5號6樓,84188062,辛華熙,林鴻鈞,黃佳華,營運長,塗美雲,(02)8913-1771,1993/04/20,2016/12/30,新台幣                 10.0000元,1103648940,110364894,0,0,合併,每年,股東會,台新綜合證券 股務代理部,(02)2504-8125,10489 台北市中山區建國北路1段96號B1,資誠聯合會計師事務所,葉翠苗,于智帆,Castles,"6F.,No.207-5, Sec. 3, Beixin Rd., Xindian Dist.,New Taipei City 231, Taiwan (R.O.C.)",(02)8913-1772,spokesperson@castech.com.tw,http://www.castlestech.com,黃佳華,營運長,(02)8913-1771,spokesperson@castech.com.tw,https://www.castlestech.com/zh-hant/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/%e6%b0%b8%e7%ba%8c%e7%99%bc,https://www.castlestech.com/zh-hant/%e9%97%9c%e6%96%bc%e6%88%91%e5%80%91/%e6%b0%b8%e7%ba%8c%e7%99%bc,11.0364894
5269,祥碩科技股份有限公司,祥碩,半導體業,－,新北市新店區民權路115號6樓,80688184,徐世昌,林哲偉,林哲偉,總經理,陳錫凱,(02)22196088,2004/03/24,2012/12/12,新台幣                 10.0000元,746622450,74662245,0,0,個別,每年,董事會,凱基證券股份有限公司股務代理部,(02)23892999,台北市重慶南路一段2號5樓,資誠聯合會計師事務所,張淑瓊,游淑芬,Asmedia,"6F., No.115, Minquan Rd., Xindian Dist.New Taipei City 231, Taiwan (R.O.C.)",(02)22196080,asmedia_investor@asmedia.com.tw,https://www.asmedia.com.tw/zh-Hant,張姵萱,投資人關係,(02)22196088,asmedia_investor@asmedia.com.tw,https://www.asmedia.com.tw/zh-Hant/investors-page/071yQ84xz2Tg7npd,https://www.asmedia.com.tw/zh-Hant/investors04-4,7.4662245
5283,禾聯碩股份有限公司,禾聯碩,電器電纜,－,(333001)桃園市龜山區樂善里文禾路289號9樓,80333058,蔡柏毅,林欽宏,雷鎵駿,副總經理,洪堯鴻/謝秀珍/謝語謙,(03)396-1188,2002/05/06,2019/05/24,新台幣                 10.0000元,730004250,73000425,0,0,合併,每半會計年度,董事會,元富證券股份有限公司,(02)2768-6668,105台北市光復北路11巷35號B1樓,勤業眾信聯合會計師事務所,李麗凰,謝建新,Heran,"9F., No. 289, Wenhe Rd., Leshanli, Guishan Dist.Taoyuan City , Taiwan R.O.C.",03)396-1199,heran5283@heran.com.tw,www.heran.com.tw,雷鎵駿,副總經理,(03)396-1188#2910,heran5283@heran.com.tw,www.heran.com.tw,https://www.heran.com.tw/§????H±M°?/corporate-governance/,7.3000425
5284,經寶精密控股股份有限公司,jpp-KY,其他,KY,台北市中山區松江路152號11樓1112室,41173259,鍾國松,藺以權,鍾國圳,發言人,陳信源,02-25415566,2012/05/17,2017/03/09,新台幣                 10.0000元,522047880,52204788,0,0,合併,每半會計年度,股東會,第一金證券股務部,02-2563-5711,台北市大安區安和路一段27號6樓,勤業眾信聯合會計師事務所,龔則立,陳昭宇,jpp,"P.O. Box 31119 Grand Pavilion, Hibiscus Way, 802 West Bay Road,Grand Cayman, KY1-1205, Cayman Islands",02-25412332,kc_chung@jinpao.co.th,https://www.jppholding.com,洪健凱,投資人關係經理,02-25415566,5284cash@gmail.com,https://www.jppholding.com/°???-§????H±M°?,https://www.jppholding.com/§????H±M°?,5.2204788
5285,界霖科技股份有限公司,界霖,半導體業,－,高雄市楠梓區中央路58號,12636560,蔡上元,蔡上民,吳念誼,協理,張嘉珍,(07)3658828,2000/10/18,2014/02/25,新台幣                 10.0000元,1020409260,102040926,0,0,合併,每年,董事會,宏遠證券股份有限公司,(02)2326-8818,台北市信義路四段236號3樓,安永聯合會計師事務所,陳政初,洪國森,Jih Lin,"NO.58,JHONG YANG RD.,NANZIH DISTKAOHSIUNG CITY,TAIWAN",(07)3657808,Service@jihlin.com.tw,http://www.jihlin.com.tw,吳念誼,協理,(07)3658828#8101,edwardwu@jihlin.com.tw,https://www.jihlin.com.tw/esg_info?id=98,https://www.jihlin.com.tw/invest_info?id=78,10.2040926
5288,開曼商豐祥控股股份有限公司,豐祥-KY,電機機械,KY,新北市新莊區新樹路315巷15號,38582821,游明輝,吳聰武,詹文龍,財務長,高宏鎰,02-2208-0152,2011/07/18,2014/09/25,新台幣                 10.0000元,695430220,69543022,0,0,合併,每半會計年度,董事會,元大證券股份有限公司股務代理部,02-2586-5859,臺北市大安區敦化南路2段67號地下一樓,安永聯合會計師事務所,陳國帥,張志銘,Eurocharm,"No.15, Ln. 315, Xinshu Rd., Xinzhuang DistrictNew Taipei City , Taiwan",02-2205-1589,IR@eurocharm.com.tw,www.eurocharm.com.tw,高宏鎰,代理發言人,02-2208-0151,IR@eurocharm.com.tw,https://www.eurocharm.com.tw/esg/?????o?i/§Q?`???Y?H·??q/,https://www.eurocharm.com.tw/esg/%e5%85%ac%e5%8f%b8%e6%b2%bb%e7%90%86/,6.9543022
5292,華懋科技股份有限公司,華懋,綠能環保,－,桃園市中壢區中山路88號17樓,23492169,鄭石治,林國源,李賴明祝,副總經理,林國源,(03)4272889,1989/09/21,2023/11/21,新台幣                 10.0000元,421080000,42108000,0,0,合併,每年,董事會,兆豐証券,(02)33930898,台北市中正區忠孝東路二段95號,勤業眾信聯合會計師事務所,李麗凰,蔡宗遠,DTECH,"17F., No. 88, Zhongshan RdZhongli Dist., Taoyuan City 320, Taiwan",(03)4272726,dtech@dtech.com.tw,http://www.dtech-group.com,李賴明祝,副總經理,(03)4272889,spokesman@dtech.com.tw,http://www.dtech-group.com,http://www.dtech-group.com,4.2108
5306,桂盟國際股份有限公司,桂盟,運動休閒,－,台南市永康區中華路425號8F-5,22099483,吳盈進,吳瑞章,陳泳仁,協理,李朝信,(06)3037111,1989/04/20,2022/03/08,新台幣                 10.0000元,1260007720,126000772,0,0,合併,每季,董事會,中國信託商業銀行(股)公司代理部,(02)66365566,台北市中正區重慶南路一段八十三號五樓,勤業眾信聯合會計師事務所,廖鴻儒,李季珍,KMC,"8F-5,No 425,Jhonghua Rd,YongKang Dist,Tainan City 71079Taiwan.R.O.C　",(06)3037333,ir@kmc-international.com,www.kmc-international.com,陳泳仁,發言人,(06)3037111,ir@kmc-international.com,www.kmc-international.com,http://www.kmc-international.com,12.6000772
5434,崇越科技股份有限公司,崇越,電子通路業,－,台北市內湖區堤頂大道二段483號6樓,23621614,潘重良,曾海華及李正榮,黃玉真,資深副總經理,呂素卿,02-8797-8020,1990/02/17,2003/08/25,新台幣                 10.0000元,1913322750,191332275,0,0,合併,每年,董事會,福邦證券股份有限公司,02-2371-1658,台北市中正區忠孝西路一段６號６樓,安侯建業聯合會計師事務所,郭冠纓,黃更佳,TOPCO,"6FL., NO.483, SEC. 2 , TIDING BLVD., NEIHU, TAIPEI , TAIWAN , R.O.C.　　",02-8751-0011,della.huang@topco-global.com ; rita.hsieh@topco-global.com,www.topco-global.com,黃玉真,資深副總經理,02-8797-8020,della.huang@topco-global.com,https://www.topco-global.com/investors-page,https://esg.topco-global.com/corporate-governance,19.1332275
5471,松翰科技股份有限公司,松翰,半導體業,－,新竹縣竹北市台元街36號10樓之1,97063584,鮑世嘉,柯福順,潘銘鍠,業務總監,無,03-5600888,1996/07/13,2003/08/25,新台幣                 10.0000元,1678770620,167877062,0,0,合併,每年,股東會,元大證券股份有限公司股務代理部,02-25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,周仕杰,黃堯麟,SONIX　　,"10F-1,No.36,Taiyuan Street　　Chupei City,Hsinchu,Taiwan R.O.C　　",03-5600886,tse@sonix.com.tw,www.sonix.com.tw,無,無,無,無,http://www.sonix.com.tw/article-tw-1121-7628,https://www.sonix.com.tw/article-tw-182-7298,16.7877062
5484,慧友電子股份有限公司,慧友,光電業,－,新北市新店區寶橋路235巷133號7樓之一,89639615,莊永順,高誌鴻,高誌鴻,總經理,陳洸民,(02)2662-2338,1995/07/18,2003/08/25,新台幣                 10.0000元,668010000,66801000,0,0,合併,每年,董事會,福邦證券(股)有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,資誠聯合會計師事務所,張淑瓊,謝瑋莉,EverFocus,"7F.-1, No. 133, Ln. 235, Baoqiao Rd., Xindian Dist., New Taipei CityNew Taipei City, Taiwan",(02)2662-3632,Marketing@everfocus.com.tw,www.EverFocus.com,林佳韋,財會課長,2662-2338,investor@everfocus.com.tw,https://ir.everfocus.com.tw/IR.asp#A01,https://ir.everfocus.com.tw/IR.asp#A02,6.6801
