公司代號,公司名稱,公司簡稱,產業類別,外國企業註冊地國,住址,營利事業統一編號,董事長,總經理,發言人,發言人職稱,代理發言人,總機電話,成立日期,上市日期,普通股每股面額,實收資本額(元),已發行普通股數或TDR原發行股數,私募普通股(股),特別股(股),編製財務報告類型,普通股盈餘分派或虧損撥補頻率,普通股年度(含第4季或後半年度)現金股息及紅利決議層級,股票過戶機構,過戶電話,過戶地址,簽證會計師事務所,簽證會計師1,簽證會計師2,英文簡稱,英文通訊地址,傳真機號碼,電子郵件信箱,公司網址,投資人關係聯絡人,投資人關係聯絡人職稱,投資人關係聯絡電話,投資人關係聯絡電子郵件,公司網站內利害關係人專區網址,公司網站內公司治理資訊專區網址,股本(億元)
2103,台橡股份有限公司,台橡,橡膠工業,－,高雄市大社區興工路2號,3553737,殷琪,蔡偉強,王文淵,副總經理,林政男,07-3513811,1973/11/22,1982/09/25,新台幣                 10.0000元,8257099780,825709978,0,0,合併,每年,董事會,永豐金證券股份有限公司,02-23816288,台北市博愛路17號3樓,勤業眾信聯合會計師事務所,龔則立,郭麗園,TSRC,"No.2, Singgong Rd., Dashe Dist.,Kaohsiung City 815, Taiwan, R.O.C.",07-3514705,spokesman@tsrc-global.com,www.tsrc.com.tw,林政男,資深協理,02-37016135,thomas.c.lin@tsrc-global.com,https://www.tsrc.com.tw/tw/sustainability/stakeholders/,https://www.tsrc.com.tw/tw/investor-relations/corporate-governance/,82.5709978
2104,國際中橡投資控股股份有限公司,國際中橡,橡膠工業,－,台北市中山北路二段113號8樓,4382114,辜公怡,李超儒,李超儒,總經理,李佳紋,02-2531-6556,1973/06/15,1986/07/15,新台幣                 10.0000元,9847336250,984733625,0,0,合併,每年,股東會,中國信託商業銀行代理部,02-6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,龔則立,黃秀樁,CSRC,"8th Fl., No.113, Section 2, Zhongshan N. RoadTaipei 104, Taiwan. R.O.C.",02-25316558,stanlee@csrcgroup.com,http://www.csrcgroup.com,陳業鵬,資深管理師,02-25316556,csrcir@csrcgroup.com,http://www.csrcgroup.com,https://www.csrcgroup.com/governanceTw1-1-1.html,98.4733625
2105,正新橡膠工業股份有限公司,正新,橡膠工業,－,彰化縣大村鄉黃厝村美港路215號,59504506,陳榮華,李進昌,羅永勵,財務部副總經理,廖正耀,(04)8525151,1969/12/19,1987/12/07,新台幣                 10.0000元,32414155360,3241415536,0,0,合併,每年,董事會,元大證券股份有限公司股務代理部,(02)25865859,臺北市大安區敦化南路2段67號地下一樓,資誠聯合會計師事務所,周建宏,王玉娟,CST,"215MEEI-KONG RD, TA-TSUNCHANG-HWA, TAIWAN",(04)8526468,CST001@MS1.HINET.NET,WWW.CST.COM.TW,羅永勵,財務部副總經理,048525151#715,yllo@tw.maxxis.com,https://www.cst.com.tw/shareholder_10.php,https://www.cst.com.tw/shareholder_9.php,324.1415536
2106,建大工業股份有限公司,建大,橡膠工業,－,彰化縣員林市中山路一段一四六號,59619900,楊&#21843;仁,林建良,劉桂君,協理,楊雅婷,04-8345171,1962/03/30,1990/12/20,新台幣                 10.0000元,9548900000,954890000,0,0,合併,每年,董事會,中信銀代理部,02-66365566,台北市重慶南路一段八十三號五樓,勤業眾信聯合會計師事務所,王儀雯,曾棟鋆,KENDA,"No.146,Sec.1, Chung Shan Road, Yuan-LinTaiwan, R.O.C",04-8331865,f1300@kenda.com.tw,http://www.kendatire.com,劉桂君,協理,04-8345171-310,chun@kenda.com.tw,https://www.esg.kenda.com.tw/%E6%B0%B8%E7%BA%8C%E7%99%BC%E5%B1%95,https://www.esg.kenda.com.tw/%E5%85%AC%E5%8F%B8%E6%B2%BB%E7%90%86-1,95.489
2107,厚生股份有限公司,厚生,橡膠工業,－,臺北市漢口街一段82號8樓,3283306,徐正材,徐正己,黃慧女闌,協理,鄭勝元,(02)23700988,1963/01/22,1992/03/03,新台幣                 10.0000元,3035934000,303593400,0,0,合併,每年,董事會,台新證券股務代理部,(02)25048125,台北市建國北路一段96號B1,正風聯合會計師事務所,賴家裕,賴永吉,FRG,"8F,NO.82,HAN-KO ST., SEC.1,TAIPEI,TAIWAN,R.O.C.",(02)23123313,sport@frgco.com.tw,www.frg.com.tw,黃慧女闌,協理,(02)23700988,invest@frgco.com.tw,www.frg.com.tw,www.frg.com.tw,30.35934
2108,南帝化學工業股份有限公司,南帝,橡膠工業,－,高雄市林園區工業一路九號,12209807,楊東源,許建祝,黃勝仲,協理,葉榮義,(07)6413621,1979/01/10,1992/10/27,新台幣                 10.0000元,4924166590,492416659,0,0,合併,每年,董事會,統一綜合證券股份有限公司,(02)27463797,台北市松山區東興路8號B1F,資誠聯合會計師事務所,徐惠榆,田中玉,NANTEX,"NO.9,INDUSTRIAL 1ST ROAD LIN-YUAN DISTRICTKAOHSIUNG CITY,TAIWAN,R.O.C.",(07)6424828,nantex@nantex.com.tw,www.nantex.com.tw,黃勝仲,協理,(06)2377700,nantex@nantex.com.tw,www.nantex.com.tw,https://www.nantex.com.tw/index.php?temp=operation&lang=cht,49.2416659
2109,華豐橡膠工業股份有限公司,華豐,橡膠工業,－,彰化縣大村鄉村上村中山路二段300號,59760104,沈國榮,王嶠奇,吳品儀,副總經理,林文成,(04)852-0121,1959/05/27,2000/05/08,新台幣                 10.0000元,2793491340,279349134,0,0,合併,每半會計年度,董事會,群益金鼎證券股份有限公司,(02)27035000,10601台北市大安區敦化南路二段97號B2,資誠聯合會計師事務所,吳松源,徐建業,HWA FONG,"No.300, Chung Shan Road, Sec .2, Ta Tsun Hsiang, Chang Hwa HsienChang Hwa Hsien 515, Taiwan (R.O.C.)",(04)852-7704,durofina@duro.com.tw,www.duro.com.tw,陳昶元,財務長,04-8520121#21800,deanchen@duro.com.tw,https://www.duro.com.tw/tw/investor/stakeholder/,https://www.duro.com.tw/tw/investor/corporate-governance/,27.9349134
2201,裕隆汽車製造股份有限公司,裕隆,汽車工業,－,苗栗縣三義鄉西湖村伯公坑39號之1,3489200,嚴陳莉蓮,許國興,卓哲宇,協理,洪美滿,037-871801,1953/09/10,1976/07/08,新台幣                 10.0000元,10700012510,1070001251,0,0,合併,每年,股東會,裕隆汽車製造股份有限公司股務組,02-25156421,新北市新店區中興路三段3號1樓,勤業眾信聯合會計師事務所,戴信維,陳培德,YL,"39-1,PO KONG KENG,SAN YI, MIAO LI HSIEN,TAIWAN R.O.C",037-874790,2201_01@yulon-motor.com.tw,www.yulon-motor.com.tw,卓哲宇,協理,037-871801-2901,Eddie.Cho@yulon-motor.com.tw,http://www.yulon-motor.com.tw/csr_stakeholder.aspx,https://www.yulon-motor.com.tw/investors_structure.aspx,107.0001251
2204,中華汽車工業股份有限公司,中華,汽車工業,－,台北市敦化南路二段二號十一樓,3098415,嚴陳莉蓮,曾鑫城,錢經武,副總經理,賴慧君,02-23250000,1969/06/13,1991/03/12,新台幣                 10.0000元,5536203420,553620342,0,0,合併,每年,董事會,中華汽車工業股份有限公司,02-25156421,新北市新店區中興路三段3號1樓,勤業眾信聯合會計師事務所,辛宥呈,邵志明,CMC,"11F,NO.2 Tun Hwa S. RD., SEC.2Taipei,R.O.C.",02-27082913,0800@china-motor.com,WWW.CHINA-MOTOR.COM.TW,吳國華,經理,03-4783191#8224,873246@china-motor.com,WWW.CHINA-MOTOR.COM.TW,https://www.china-motor.com.tw/layout3.php?name=Corporate%20Governance%20Structure,55.3620342
2206,三陽工業股份有限公司,三陽工業,汽車工業,－,新竹縣湖口鄉鳳山村中華路3號,24004006,吳清源,吳清源,田人豪,協理,黃貴金,(03)5981911,1961/08/29,1996/07/29,新台幣                 10.0000元,7974896040,797489604,0,0,合併,每半會計年度,股東會,康和綜合證券股份有限公司,(02)87871888,台北市信義區基隆路一段176號B1,安侯建業聯合會計師事務所,陳宗哲,曾國禓,SYM,3 Chung Hua Road HukouHsinchu Taiwan R.O.C,(03)5983378,sy2206@sym.com.tw,www.sanyang.com.tw,田人豪,協理,(03)5981911*1591,93328@sym.com.tw,http://www.sanyang.com.tw/Stakeholder/,https://www.sanyang.com.tw/cgovernance,79.7489604
2207,和泰汽車股份有限公司,和泰車,汽車工業,－,台北市中山區松江路121號8~14樓,3251108,黃南光,蘇純興,賴志偉,協理,林裕昌協理,02-2506-2121,1955/04/25,1997/02/25,新台幣                 10.0000元,5571027680,557102768,0,0,合併,每年,董事會,統一綜合證券股份有限公司,02-2747-8266,105台北市松山區東興路8號B1樓,資誠聯合會計師事務所,蕭春鴛,徐聖忠,HOTAI MOTOR,"8-14F,No.121,Sung Chiang Rd.,Taipei,Taiwan,R.O.C.",02-25041749,EK010@hotaimotor.com.tw,www.hotaimotor.com.tw,王惠民,經理,02-2506-2121,keven@hotaimotor.com.tw,https://www.hotaimotor.com.tw/InterestedParties/Identify,https://www.hotaimotor.com.tw/Investor/Governance,55.7102768
2208,台灣國際造船股份有限公司,台船,航運業,－,高雄市小港區中鋼路3號,4695235,陳政宏,蔡坤宗,周志明,副總經理,高建一,07-8059888,1973/11/07,2008/12/22,新台幣                 10.0000元,12745394490,1274539449,176024881,0,合併,每年,董事會,富邦綜合證券股份有限公司,02-2361-1300,台北市10047中正區許昌街17號2樓,資誠聯合會計師事務所,王駿凱,吳建志,　　CSBC,"3, Jhonggang RoadHsiao Kang District, Kaohsiung. Taiwan.",07-8020805,1588@csbcnet.com.tw,http://www.csbcnet.com.tw,李欽勝,財會處出納課長,07-8059888轉2739,096048@csbcnet.com.tw,http://www.csbcnet.com.tw/Service/Investor,https://www.csbcnet.com.tw/Service/Investor/CorporateGovernance,127.4539449
2211,長榮鋼鐵股份有限公司,長榮鋼,鋼鐵工業,－,台北市中山區長安東路2段100號11樓,81188829,林耿立,劉邦恩,劉邦恩,總經理,莊婷婷,02-25135858,1973/01/29,2021/04/12,新台幣                 10.0000元,4170914630,417091463,0,0,合併,每年,股東會,凱基證券股務代理部,02-23892999,台北市中正區重慶南路一段2號5樓,勤業眾信聯合會計師事務所,張青霞,趙永祥,EGST,"11F., No. 100, Sec. 2, Chang’an E. Rd., Zhongshan Dist.,TAIPEI, TAIWAN　",02-25135799,finacs@evergreennet.com,http://www.evergreennet.com,莊婷婷,協理,02-25135701,finacs@evergreennet.com,https://www.evergreennet.com/customPage/%E6%B0%B8%E7%BA%8C%E9%81%8B%E4%BD%9C,http://www.evergreennet.com,41.7091463
2227,裕隆日產汽車股份有限公司,裕日車,汽車工業,－,苗栗縣三義鄉西湖村伯公坑三十九號之二,80032530,嚴陳莉蓮,姚振祥,梁肇彥,協理,洪啟仁,(037)875881,2003/10/22,2004/12/21,新台幣                 10.0000元,3000000000,300000000,0,0,合併,每年,股東會,自辦,(02)2515-6421,231029新北市新店區中興路三段3號1樓,勤業眾信聯合會計師事務所,謝建新,廖婉怡,YNM,"39-2 Po Kung Keng, Shi Hu Tsuen, San Yi ShiangMiao Li Hsien, Taiwan, R.O.C.",(037)874983,yulon-nissan.ir@yulon-nissan.com.tw,www.nissan.com.tw,梁肇彥,協理,(037)875881-1601,yulon-nissan.ir@yulon-nissan.com.tw,http://new.nissan.com.tw/nissan/brand/csr#/stakeholder,https://new.nissan.com.tw/nissan/brand/about-us#/management,30.0
2258,鴻華先進科技股份有限公司,鴻華先進-創,汽車工業,－,新北市新店區寶高路26號7樓,83167722,劉揚偉,李秉彥,王理巍,協理,褚昱良,02-5590-6168,2020/11/06,2023/11/20,新台幣                 10.0000元,17413140000,1741314000,0,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,02-2371-1658,台北市中正區忠孝西&#63799;一段 6 號 6 樓,資誠聯合會計師事務所,徐潔如,徐聖忠,Foxtron,"7F., No. 26, Baogao Rd., Xindian Dist.,New Taipei City, Taiwan (R.O.C.)",02-5590-0505,ir@foxtronev.com,https://www.foxtronev.com,王理巍,協理,02-5590-6168,ir@foxtronev.com,https://www.foxtronev.com/tw/investor,https://www.foxtronev.com/tw/investor,174.1314
2301,光寶科技股份有限公司,光寶科,電腦及週邊設備業,－,台北市內湖區瑞光路392號22樓,23357403,宋明峰,邱森彬,邱森彬,總經理,王玉玲,(02)8798-2888,1989/03/17,1995/11/17,新台幣                 10.0000元,23411787630,2341178763,0,0,合併,每季,董事會,元大證券股份有限公司股務代理部,(02)2586-5859,106臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,鄭旭然,楊承修,LTC,"22F, 392 Ruey Kuang Road, NeihuTaipei 114, Taiwan, R.O.C.",(02)8798-2866,YiWen.Hsieh@liteon.com,http://www.liteon.com/,王玉玲,投資人關係,02-87982888,liteontech.ir@liteon.com,https://www.liteon.com/zh-tw/sustainability/stakeholder-engagement,https://www.liteon.com/zh-tw/iraction/actions-and-results,234.1178763
2303,聯華電子股份有限公司,聯電,半導體業,－,新竹科學園區新竹市力行二路三號,47217677,洪嘉聰,簡山傑、王石,劉啟東,資深副總經理暨財務長,林俊宏、翁兆韋,03-5782258,1980/05/22,1985/07/16,新台幣                 10.0000元,125563274190,12556327419,0,0,合併,每年,股東會,宏遠證券股份有限公司,02-23268818,台北市大安區信義路四段236號3樓,安永聯合會計師事務所,楊雨霓,余倩如,UMC,"NO.3, LI-SHIN ROAD II, HSINCHU SCIENCE PARKHSINCHU CITY, TAIWAN, R.O.C.",03-5781789,IR@UMC.COM,WWW.UMC.COM,翁兆韋,部經理,02-26589168,David_Wong@UMC.com,WWW.UMC.COM,https://www.umc.com/zh-TW/Html/ir_corporate_governance,1255.6327419
2308,台達電子工業股份有限公司,台達電,電子零組件業,－,台北市內湖區瑞光路186號,34051920,鄭平,張訓海,周志宏,永續長,施孟璁,(02)87972088,1975/08/20,1988/12/19,新台幣                 10.0000元,25975433290,2597543329,0,0,合併,每年,股東會,中國信託商業銀行股份有限公司,(02)6636-5566,100台北市中正區重慶南路一段八十三號五樓,資誠聯合會計師事務所,蕭春鴛,徐聖忠,DELTA,"No. 186, Ruey Kuang Road, Neihu DistrictTaipei City 114501, Taiwan",(02)87972351,2308@deltaww.com,https://www.deltaww.com/zh-TW/index,劉致遠,投資人關係經理,(02)87972088,2308@deltaww.com,https://esg.deltaww.com/manage_focus,https://www.deltaww.com/zh-TW/Investors/Governance,259.7543329
2312,金寶電子工業股份有限公司,金寶,其他電子業,－,(105)臺北市南京東路五段99號10樓,4370927,許介立,陳威昌,游千慧,財務長,林呈憲,(02)26622660,1973/04/24,1989/11/07,新台幣                 10.0000元,15048392110,1504839211,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)66365566,(100)臺北市重慶南路一段83號5樓,安永聯合會計師事務所,陳智忠,傅文芳,KINPO,"10TH FL., 99 NAN-JING E. RD., SEC. 5,TAIPEI, TAIWAN, R.O.C.",(02)26624900,investor@kinpo.com.tw,www.kinpo.com.tw,游千慧,財務長,(02)26622660-12259,investor@kinpo.com.tw,https://www.kinpo.com.tw/zh-TW/stakeholder/,https://www.kinpo.com.tw/zh-TW/investor/corporate-governance/,150.4839211
2313,華通電腦股份有限公司,華通,電子零組件業,－,桃園市蘆竹區新莊里大新路814巷91號,4401392,江培琨,江培琨,呂  範,財務處長,李正忠,(03)3231111,1973/08/30,1990/07/24,新台幣                 10.0000元,11918205890,1191820589,0,0,合併,每年,董事會,台新證券股務代理部,(02)25048125,台北市建國北路一段96樓B1,正風聯合會計師事務所,吳欣亮,林啟平,COMPEQ,"No. 91, Ln. 814, Daxin Rd., Shin-juang Vil. Luzhu Dist.,Taoyuan City, Taiwan R.O.C",(03)3138150,tw2313@compeq.com.tw,www.compeq.com.tw,李正忠,代理發言人,03-3231111,tw2313@compeq.com.tw,www.compeq.com.tw/relationship.php,www.compeq.com.tw/company01.php,119.1820589
2317,鴻海精密工業股份有限公司,鴻海,其他電子業,－,新北市土城區自由街2號,4541302,劉揚偉,劉揚偉,巫俊毅,副總經理,黃欽旻,(02)2268-3466,1974/02/20,1991/06/18,新台幣                 10.0000元,138917019490,13891701949,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,資誠聯合會計師事務所,徐聖忠,徐潔如,HON HAI,"2 TZU YU ST.,TU-CHENG CITY,TAIWAN,R.O.C.",(02)2268-6204,media@foxconn.com,https://www.honhai.com/zh-tw,巫俊毅,副總經理,2268-3466#510-10001,ir@foxconn.com,https://www.honhai.com/zh-tw/CSR/stake-holder,https://www.honhai.com/zh-tw/investor-relations/corporate-governance/overview,1389.1701949
2323,中環股份有限公司,中環,光電業,－,台北市中山區民權西路53號15樓,12205020,翁明顯,關山孝行,陳君煒,財務部協理,許雅萍,02-25989890,1978/12/02,1992/02/17,新台幣                 10.0000元,10893483280,1089348328,0,0,合併,每年,股東會,凱基證券股份有限公司,02-23892999,台北市重慶南路一段2號5樓,資誠聯合會計事務所,游淑芬,王菘澤,CMC,"15th, Fl., 53, Ming Chuan W.  Road.,Taipei,Taiwan,R.O.C.",02-25973270,IR@cmcnet.com.tw,http://www.cmcnet.com.tw,許雅萍,代理發言人,02-25989890,ir@cmcnet.com.tw,https://www.cmcnet.com.tw/tw/esg/8728709aC804,https://www.cmcnet.com.tw/tw/Corporate_Governance,108.9348328
2324,仁寶電腦工業股份有限公司,仁寶,電腦及週邊設備業,－,台北市內湖區瑞光路581號及581之1號,21222725,陳瑞聰,Anthony Peter Bonadero,王正強,副總經理,張妍婷,(02)87978588,1984/06/01,1992/02/18,新台幣                 10.0000元,44071466250,4407146625,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,安侯建業聯合會計師事務所,郭冠纓,區耀軍,Compal,"No. 581 & 581-1, Ruiguang Rd., Neihu DistrictTaipei City 11492, Taiwan (R.O.C.)",(02)26591566,Investor@Compal.com,www.compal.com,王正強,副總經理,(02)87978588,Investor@Compal.com,http://www.compal.com/stakeholder-communication-area/,https://www.compal.com/investor-relations/corporate-governance/,440.7146625
2327,國巨股份有限公司,國巨*,電子零組件業,－,新北市新店區寶橋路233-1號3樓,22636630,陳泰銘,王淡如,張天成,全球財務部 資深協理,楊文翔,(02)6629-9999,1987/09/09,1993/10/22,新台幣                  2.5000元,5182414550,2072965820,0,0,合併,每半會計年度,董事會,元富證券(股)公司,(02)2768-6668,台北市松山區光復北路11巷35號B1,勤業眾信聯合會計師事務所,邱盟捷,王浚宇,YAGEO,"3F,No.233-1,Pao Chiao Rd.,Xindian Dist., New Taipei City,R.O.C",(02)6628-8882,IR@yageo.com,WWW.YAGEO.COM,張天成,全球財務部 資深協理,(02)6629-9999,IR@yageo.com,WWW.YAGEO.COM,https://www.yageo.com/zh-TW/Governance/Index/corporate_governance?target=target_title,51.8241455
2328,廣宇科技股份有限公司,廣宇,電子零組件業,－,235新北市中和區碧河里建八路200號6樓,3546618,李光曜,蔡明峰,郭世華,協理,游文玲,(02)2211-3066,1971/05/19,1993/11/09,新台幣                 10.0000元,5183462820,518346282,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,10041台北市中正區忠孝西路一段6號6樓,資誠聯合會計師事務所,徐潔如,吳仁杰,PI,"6F,No.200,Jian 8th Rd.,Zhonghe  Dist., New Taipei City , Taiwan",(02)2212-0081,john.kuo@panpi.com.tw,www.panpi.com.tw,郭世華,協理,(02)22113066#7740,john.kuo@panpi.com.tw,www.panpi.com.tw/tw/sustainability,https://www.panpi.com.tw/tw/investor_service/corporate_governance/overview,51.8346282
2329,華泰電子股份有限公司,華泰,半導體業,－,高雄市楠梓區中三街9號,89004161,董&#24742;明,涂家榮,洪士&#29641;,財務處長,賴貞伶,(07)361-3131,1971/06/12,1994/04/20,新台幣                 10.0000元,7404083330,560228333,0,180180000,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路一段83號5樓,資誠聯合會計師事務所,王國華,江采燕,OSE,9 Central 3rd. St. N.T.I.P.KAOHSIUNG TAIWAN R.O.C,(07)365-2441,csr@ose.com.tw,www.ose.com.tw,朱蜀詠,會計處處長,07-3613131#68558,csr@ose.com.tw,https://www.ose.com.tw/about/about-ose/contact/#investment,https://www.ose.com.tw/about/csr/company-management,74.0408333
2330,台灣積體電路製造股份有限公司,台積電,半導體業,－,新竹科學園區力行六路8號,22099131,魏哲家,總裁: 魏哲家,黃仁昭,資深副總經理暨財務長,高孟華,03-5636688,1987/02/21,1994/09/05,新台幣                 10.0000元,259326155210,25932615521,0,0,合併,每季,董事會,中國信託商業銀行 代理部,02-6636-5566,台北市重慶南路一段83號5樓,勤業眾信聯合會計師事務所,吳世宗,林尚志,TSMC,"No. 8, Li-Hsin Rd. 6, Hsinchu Science Park,Hsin-Chu 300096, Taiwan, R.O.C.",03-5797337,invest@tsmc.com,https://www.tsmc.com,蘇志凱,處長,03-563-6688,jeff_su@tsmc.com,https://esg.tsmc.com/zh-Hant/sustainable-management/materiality-analysis,https://investor.tsmc.com/chinese/corporate-governance,2593.2615521
2331,精英電腦股份有限公司,精英,電腦及週邊設備業,－,臺北市中山區中山北路3段22-1號9樓,22449566,王光祥,周錫昌,涂蕙蘭,協理,劉明忠,(02)2162-1177,1987/05/06,1994/09/21,新台幣                 10.0000元,5574029680,557402968,0,0,合併,每年,董事會,福邦證券股份有限公司,(02)2371-1658,台北市中正區忠孝西路一段６號６樓,安侯建業聯合會計師事務所,鄒依芸,曾國禓,ECS,"9F., No. 22-1, Sec. 3, Zhongshan N. Rd., Zhongshan Dist.,TAIPEI, TAIWAN 104427",(02)2797-9093,public@ecs.com.tw,http://www.ecs.com.tw,涂蕙蘭,協理,(02)2162-1177,public@ecs.com.tw,http://www.ecs.com.tw/ECSWebSite/Finance/Finance_List.aspx?MenuID=123&childid=M_123&LanID=1,https://www.ecs.com.tw/tw/investor/organization,55.7402968
2332,友訊科技股份有限公司,友訊,通信網路業,－,台北市內湖區新湖三路289號,22099189,郭金河,陳宜,張家瑞,執行長,吳敏如,02-66000123,1987/06/20,1994/10/17,新台幣                 10.0000元,6023296730,602329673,0,0,合併,每年,董事會,群益金鼎證券股份有限公司,02-2703-5000,台北市大安區敦化南路二段97號B2,安侯建業聯合會計師事務所,梅元貞,張淑瑩,D-LINK,"No. 289, Xinhu 3rd Rd, Neihu DistrictTaipei City, Taiwan, R.O.C.",02-27900977,ir@dlinkcorp.com,https://company.dlink.com/zh-hant,陳宜,總經理,886-2-6600-0123#6312,ir@dlinkcorp.com,https://company.dlink.com/zh-hant/esg/stakeholder-engagement,https://www.ir-cloud.com/taiwan/2332/irwebsite_c/index.php?mod=engoverndirectors,60.2329673
2337,旺宏電子股份有限公司,旺宏,半導體業,－,新竹科學園區新竹巿力行路16號,22099548,吳敏求,盧志遠,吳敏求,董事長兼執行長,葉沛甫,03-5786688,1989/12/09,1995/03/15,新台幣                 10.0000元,18558264410,1855826441,55651,0,合併,每年,股東會,旺宏電子(股)公司股務室,02-25638128,台北市中山區松江路162之1號2樓,勤業眾信聯合會計師事務所,葉東煇,洪國田,Macronix,"No.16, Li-Hsin Road, Hsinchu Science ParkHsinchu, Taiwan, R.O.C.",02-25638685,ir@mxic.com.tw,http://www.macronix.com,趙元祥,處長,03-5786688,ir@mxic.com.tw,https://www.macronix.com/zh-tw/about/CSR/Pages/stakeholder.aspx,https://www.macronix.com/zh-tw/about/corporate-governance/Pages/board-of-directors.aspx,185.5826441
2338,台灣光罩股份有限公司,光罩,半導體業,－,新竹市科學園區創新一路十一號,22099408,&#20931;俊光,陳立惇,楊貽婷,財務長,林良桔,(03)563-4370,1988/10/21,1995/04/17,新台幣                 10.0000元,3168491830,316849183,63370000,0,合併,每年,董事會,福邦證券股份有限公司股務代理部,(02)2371-1658,台北市中正區忠孝西路一段六號六樓,資誠聯合會計事務所,蔡欣怡,劉倩瑜,TMC,"NO.11 INNOVATION RD.1,SCIENCE-BASE INDUSTRIAL PARK,HSINCHU",(03)578-0752,無,http://www.tmcnet.com.tw,楊貽婷,財務長,(03)563-4370#618,eve_yang@tmcnet.com.tw,https://www.tmcnet.com.tw/tw/Sustainable/Communication,https://www.tmcnet.com.tw/tw/Investors/Govermance,31.6849183
2340,台亞半導體股份有限公司,台亞,半導體業,－,新竹科學園區新竹市力行五路1號,47255947,李國光,蔡育軒,賴文聰,協理,暫缺待補,(03)5638951,1983/12/21,1995/05/02,新台幣                 10.0000元,4386228460,438622846,60000000,0,合併,每年,董事會,台新證券股務代理部,02-25048125,台北市建國北路一段96號B1,勤業眾信聯合會計師事務所,陳致源,李東峰,TASC,"No. 1, Lixing 5th Rd., Hsinchu Science Park, Hsinchu City, Taiwan, R.O.C.Hsinchu, Taiwan, R.O.C.",03-5783696,info-corp@tascsemi.com,https://www.tascsemi.com/,賴文聰,協理,03-5638951,stock@tascsemi.com,https://www.tascsemi.com/corporate-sustainability/stakeholders/,https://www.tascsemi.com/about/corporate-governance/,43.8622846
2344,華邦電子股份有限公司,華邦電,半導體業,－,台中市大雅區中部科學園區科雅一路8號,22099218,焦佑鈞,陳沛銘,范祥雲,執行副總經理,戴妍絜,(04)25218168,1987/09/29,1995/10/18,新台幣                 10.0000元,45000001930,4500000193,0,0,合併,每半會計年度,董事會,華邦電子股份有限公司股務辦事處,(02)27905885,台北市內湖區行善路398號8樓,勤業眾信聯合會計師事務所,洪國田,徐文亞,WEC,"No.8, Keya 1st Rd., Daya Dist.,Taichung City, Taiwan, R.O.C",(03)5796119,IR@winbond.com,WWW.WINBOND.COM,鄧紹康,經理,(03)5678168 #76132,IR@winbond.com,WWW.WINBOND.COM,https://esg.winbond.com/our-focuses/governance/board-of-directors,450.0000193
2345,智邦科技股份有限公司,智邦,通信網路業,－,新竹縣竹北市北興里智慧一路1號,22099287,黃國修,石軍,林信玄,資深協理,陳慧玲,(03)5770270,1988/02/09,1995/11/15,新台幣                 10.0000元,5611178970,561117897,0,0,合併,每年,股東會,元大證券股份有限公司,02-25865859,臺北市大安區敦化南路2段67號地下一樓,勤業眾信聯合會計師事務所,鍾鳴遠,林心彤,ACCTON,"No. 1, Zhihui 1st Rd., Zhubei City,Hsinchu County, Taiwan R.O.C.",(03)5637261,accton@accton.com,http://www.accton.com,林信玄,資深協理,(03)5770270-1526,IR@accton.com,https://www.accton.com.tw/interested/,https://www.accton.com.tw/governance/,56.1117897
2347,聯強國際股份有限公司,聯強,電子通路業,－,臺北市南港區市民大道八段205號27樓,23060541,苗豐強,杜書伍,杜書全,集團資深副總裁,陳怡如,2506-3320,1988/09/12,1995/12/13,新台幣                 10.0000元,16679469680,1667946968,0,0,合併,每年,董事會,中國信託商業銀行代理部,(02)6636-5566,台北市重慶南路1段83號5樓,資誠聯合會計師事務所,黃世鈞,梁益彰,Synnex,"27F., No. 205, Sec. 8, Civic Blvd., Nangang Dist.,Taipei, Taiwan, R.O.C.",2505-6934,evelynchen@synnex.com.tw,http://www.synnex-grp.com/,陳怡如,財務總監,2506-3320,evelynchen@synnex.com.tw,http://www.synnex-grp.com/g03_corporate_02.html,https://www.synnex-grp.com/tw/board-of-directors,166.7946968
2349,錸德科技股份有限公司,錸德,光電業,－,新竹縣湖口鄉光復北路42號,23218873,葉垂景,王鼎章,王鼎章,執行長,吳孟翰、潘燕民,03-5985696,1988/12/29,1996/04/23,新台幣                 10.0000元,6936796630,693679663,0,0,合併,每年,股東會,台新證券股務代理部,02-25048125,台北市建國北路一段96號地下一樓 https://www.tssco.com.tw/,安永聯合會計師事務所,謝勝安,邱琬茹,RITEK,NO.42 KUANGFU N.RD HSINCHU INDUSTRIAL PARKHSINCHU COUNTY TAIWAN R.O.C,03-5979963,personal@ritek.com.tw,http://www.ritek.com.tw,吳孟翰,總經理,03-5985696-8776,John.wu@ritek.com.tw,http://www.ritek.com.tw,http://www.ritek.com.tw,69.3679663
